,Unnamed: 0,index,tweet,id,lang,score,evidence,claim,procon,arg_type,evidence_type,topic,argumentative
335,335.0,1571,<MENTION> Please urge governments to put money into growing meat without the animal involved. There are millions &amp; millions  people who will NEVER go vegan &amp; so there has to be an alternative for those who won't stop eating meat. We have the technology to do this but little is progressing,1.5117075652683448e+18,en,0.6594874858856201,0.0,0.0,0.0,,,,
22,,12965,<MENTION> investment into global food production millions of square miles are available for farming but nobody wants to use it because of drought for 1.2 bn a decelanation plant with solar power plant to run it to re energize the ground water will enable food production,1.5108692201327985e+18,en,0.7167975902557373,1.0,1.0,1.0,implicit,fact,We should invest in more plant based food production,1
157,157.0,29975,"<MENTION> <MENTION> <MENTION> <MENTION> I'm not sure about a meat based alternative, but I've had good luck with turnips and cauliflower as replacements.",1.5119296603968266e+18,en,0.5138143301010132,0.0,0.0,0.0,,,,
908,908.0,3072,"<MENTION> You are so wrong. It’s all Wall Street saying be careful, you’ll lose money if you invest in more wells and increase production! So yes, it’s on them. Otherwise their profits would not be so high.",1.5112361417221898e+18,en,0.0,0.0,0.0,0.0,,,,
760,760.0,10318,"<MENTION> Today, the federal carbon tax further increased the cost of everything while having zero impact on the environment. 
We need to stop this insanity because everyone deserves to be able to afford food.",1.509950703640277e+18,en,0.0,0.0,0.0,0.0,,,,
20,20.0,1946,"<MENTION> High time people stop putting other religions down to promote oneself.

All we got to do is promote jataka meat ..

Let the person eating decide i am sure market will adjust accordingly.",1.5114165034757038e+18,en,0.0,0.0,0.0,0.0,,,,
660,660.0,29867,"<MENTION> There is definitely a market. Austin is all about supporting local businesses too, have a bunch of farmers markets and stuff. Miss it, I live in Ohio now. Probably going to go to TN soon though.",1.5103839611004928e+18,en,0.0,0.0,0.0,0.0,,,,
52,52.0,10089,<MENTION> Could not agree more. We should not trade food for energy. Cutting down carbon sinks to produce energy also a big no no.,1.511370069590233e+18,en,0.5603104829788208,0.0,0.0,0.0,,,,
680,680.0,6029,<MENTION> I won’t be able to afford it because of your carbon taxes !,1.5100013343046246e+18,en,0.0,0.0,0.0,0.0,,,,
659,659.0,18458,"<MENTION> ""Nice to meet you, Roman. I'm Virgil."" He opened his bag, laying his weapons. ""I promise I won't harm you, I understand you're scared. I'll keep these here just in case this bots come okay? I won't touch them otherwise. For the rest I have food, water and medicine in my bag.""",1.5120124498343158e+18,en,0.0,0.0,0.0,0.0,,,,
565,565.0,14056,<MENTION> The lengths people will go to to avoid eating a plant-based diet.,1.5116835544298373e+18,en,0.6705378293991089,0.0,0.0,0.0,,,,
3,,36,"<MENTION> Absolutely, we are lucky enough to be able to grow a few vegetables-reduces the Carbon footprint of a small portion of our food, we try and support local food producers-every little bit helps because collectively we can make a difference",1.5117273389579796e+18,en,0.6207425594329834,1.0,1.0,1.0,implicit,anecdotal,We should discourage fruits and vegetable consumption,1
579,579.0,16092,<MENTION> And get calorie deficient and then blame “vegan diets”?,1.511046942654042e+18,en,0.7426235675811768,0.0,0.0,0.0,,,,
211,211.0,31551,"<MENTION> Dow smaller so u consume less calories. Otherwise there is no real advantage of it. it’s controlling what u eat in a restrictive manner and usually only to lose weight. Now if u can do all that and maintain a healthy relationship to food, great. But when h start looking",1.510411035374768e+18,en,0.0,0.0,0.0,0.0,,,,
89,89.0,3208,<MENTION> <MENTION> <MENTION> <MENTION> Why would oil companies increase production when there trying to destroy the oil industry. I sware liberals have no logic,1.511067939264516e+18,en,0.0,0.0,0.0,0.0,,,,
371,371.0,4887,"<MENTION> <MENTION> <MENTION> Wrong. The total carbon footprint of a Tesla, including the entire production process, is less than half that of an equivalent ICE vehicle and that's when its powered by a coal-powered grid. Significantly lower with a parger renewable mix or directly from solar",1.509612087177273e+18,en,0.0,0.0,0.0,0.0,,,,
61,61.0,30549,"Between having IBS, acne, and just wanting to live a healthier lifestyle I think I have to really commit to a vegan/plant based diet",1.510475845319676e+18,en,0.6678266525268555,0.0,0.0,0.0,,,,
240,240.0,15151,<MENTION> ur vegetarian or vegan then?,1.511715931499778e+18,en,0.8099355697631836,0.0,0.0,0.0,,,,
152,,32,<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,0.7456995248794556,0.0,0.0,0.0,,,Vegetarian and vegan diets should be encouraged,0
276,276.0,28933,"<MENTION> Interesting to note that the question of protein from meat 'needs to be examined from all sides'. A non-answer,  meat proteins are not sustainable from an ecological, health, finance and animal welfare perspective. It's only driven by profit",1.5102812283642593e+18,en,0.0,0.0,0.0,0.0,,,,
146,,34,"<MENTION> Not unless we were in an apocalyptic state and there were no alternatives, but this was available. My issue with alt meat is it generally doesn't save money, sometimes even costs more. No thanks.",1.509965006586192e+18,en,0.6605374217033386,1.0,1.0,-1.0,implicit,normative,Meat alternatives should be invested in,1
84,,13001,<MENTION> Do you have meat alternatives there by your church?,1.5117301258759127e+18,en,0.7317205667495728,0.0,0.0,0.0,,,Meat alternatives should be encouraged,0
187,,72,gonna buy some meat alternatives at the vegan shop !,1.510254724859183e+18,en,0.7242772579193115,1.0,0.0,1.0,implicit,anecdotal,Meat alternatives should be encouraged,1
179,,13124,<MENTION> This generation you speak of will never exist. Meat alternatives are not sustainable. We’d also have to euthanize animals to get them back in a controlled population effectively killing more than the meat industry will. So 🤷‍♂️,1.5107447611829535e+18,en,0.6323037147521973,1.0,1.0,-1.0,implicit,normative,Meat alternatives should be subsidized,1
104,104.0,31092,<MENTION> Omo meat and fish dey the food? No be every time person go dey manage bro i need to eat healthy tf is 2k😂,1.511400171023786e+18,en,0.5396949648857117,0.0,0.0,0.0,,,,
457,457.0,13034,"<MENTION> I'll go for a trifecta of examples that sometimes vegan meat alternatives taste better than the meat.
Coconut bacon and tempeh bacon &gt; actual bacon
Seitan cold cuts &gt; cold cuts
Homemade veggie burgers &gt; burgers",1.5114705311319777e+18,en,0.6476687788963318,0.0,0.0,0.0,,,,
934,934.0,27575,"Irrespective of the platform, consistency is the key to organic marketing.",1.5119330337497047e+18,en,0.0,0.0,0.0,0.0,,,,
81,,13027,"<MENTION> <MENTION> <MENTION> If meat alternatives become viable, it may be that meat farming is no longer even profitable, and the govt won't have to regulate anything.",1.5115341676451226e+18,en,0.7476381063461304,1.0,1.0,1.0,implicit,normative,Meat alternatives should be subsidized,1
545,545.0,3658,"The report finds:

1. Growing demand for meat will push production up by 14% by 2029. 

2. Hard-to-change behaviours like diets require a transition to more sustainable food sources. 

3. Sustainable proteins “promise substantial reductions in direct GHG emissions from food”.",1.5113320954482975e+18,en,0.6796351671218872,0.0,0.0,0.0,,,,
341,341.0,31840,<MENTION> Doesn’t count unless it’s at Whole Foods dummy,1.511962012284293e+18,en,0.0,0.0,0.0,0.0,,,,
551,551.0,24863,<MENTION> i thought u meant like the fruit drinks but also idk i've never tried i usually just stick with americanos,1.5119865833058757e+18,en,0.0,0.0,0.0,0.0,,,,
185,185.0,13545,<MENTION> Plant based protein y'all. It's gonna be free!,1.5118435523551396e+18,en,0.0,0.0,0.0,0.0,,,,
802,802.0,1738,"<MENTION> I became vegetarian 2 years ago but I would not advice every meat-eating Hindu to become V'tarian. However, meat eating Brahmins should stop consuming meat.

We should not shy away from confrontation. Halal needs to be countered through 'non-halal' not vegetarianism.",1.5115767108774502e+18,en,0.5147043466567993,0.0,0.0,0.0,,,,
589,589.0,15468,<MENTION> Vegetarian for over 30 years; vegan for 6 yrs. 3 of my 6 kiddos vegan for the same time.,1.5112789336768594e+18,en,0.6548981666564941,0.0,0.0,0.0,,,,
481,481.0,3308,<MENTION> 5.  Increase US oil &amp; gas production to replace Russian production until EVs and other measures take hold.  (US producers fear the risk of price drops which can be addressed with long-term supply contracts and other measures).,1.5109927173539471e+18,en,0.0,0.0,0.0,0.0,,,,
979,979.0,27226,"BREAKING :- 🌟 

• #ValimaiTrailer 🎯 Hits 1️⃣.6️⃣M Likes 😎🔥 On <MENTION> Channel. ( Note : Organic ) 

#Valimai Is The Most Liked Trailer For #AjithKumar 👑 Movies 🥳💥.

#AK • #AK61 • #AK62",1.5119787338585252e+18,en,0.0,0.0,0.0,0.0,,,,
950,950.0,32617,jihyo bringing a bag of scorched rice and jeongyeon bringing a whole ass suitcase of instant foods😭,1.511507575690625e+18,en,0.0,0.0,0.0,0.0,,,,
918,918.0,26224,"<MENTION> You're not a bear, but are a teddy bear. ❤️❤️❤️",1.511994107484332e+18,en,0.0,0.0,0.0,0.0,,,,
46,,13031,I have tried some meat alternatives that aren’t that bad but some of that stuff is absolutely disgusting,1.5114852897468662e+18,en,0.7382773160934448,1.0,1.0,-1.0,implicit,anecdotal,Meat alternatives should be encouraged,1
60,60.0,30794,"<MENTION> My diet is primarily fresh vegetables and fruits. Every dish I make is 90% plant based. I still eat seafood, cheese and eggs. I rarely eat anything processed.",1.5096682824413755e+18,en,0.5673329830169678,0.0,0.0,0.0,,,,
392,392.0,1397,i will never stop eating meat. y’all be crazy asl.,1.511836384859984e+18,en,0.5860748887062073,0.0,0.0,0.0,,,,
233,233.0,15572,"<MENTION> I know many people whose partners switched to veganism once they saw the reasonable argument behind it. You can also date a vegetarian and help them go vegan. Lot more people would go vegan if it was easier for them to obtain quality, delicious vegan food",1.5110787374539323e+18,en,0.6715462803840637,0.0,0.0,0.0,,,,
926,926.0,13727,"<MENTION> Please do this, my wife is whole food plant based, and I am not!!!

This would be so awesome ❤",1.511791981306937e+18,en,0.6615761518478394,0.0,0.0,0.0,,,,
206,206.0,28996,I love when I take a scoop of protein and some of that sweet sweet muscle dust from the canister becomes suspended in the air and then I breathe as deep as I can so that my lungs become more muscular as well,1.511861103193731e+18,en,0.0,0.0,0.0,0.0,,,,
99,,69,<MENTION> <MENTION> I can agree with everything you just except said the meat thing...we should be doubling the pasture raised beef production.,1.5095304689740923e+18,en,0.749778151512146,0.0,1.0,1.0,explicit,,We have to increase production of meat,1
145,145.0,2269,"<MENTION> Oddly people say not to force but we are all forced to pay for health treatments on the diseased people sickened by the Standard American Diet (SAD). Yes, force a disease tax instead of subsidizing the meat industry with tax dollars, forcibly.",1.5096412843648778e+18,en,0.5187380313873291,0.0,0.0,0.0,,,,
344,344.0,28520,"<MENTION> <MENTION> <MENTION> <MENTION> It does. I can see where you got the 85% from, but that’s not relating to beans eaten in the UK",1.5119628903911995e+18,en,0.0,0.0,0.0,0.0,,,,
526,526.0,8790,"<MENTION> <MENTION> <MENTION> <MENTION> US produces the most, but Saudis have the most CAPACITY. So they can ramp up more than anyone else. When you have control over prices at the margin, you effectively control the price. Also, if you add up all OPEC production, I think it’s more than USA",1.510612506104025e+18,en,0.0,0.0,0.0,0.0,,,,
103,,42,"<MENTION> Ppl hate it when their perversion towards meat is challenged by a more humane, sustainable fact based nutrition.",1.511766842360148e+18,en,0.6418981552124023,1.0,1.0,1.0,implicit,normative,We should stop subsidizing meat,1
107,107.0,15520,<MENTION> <MENTION> I love a lot of vegetarian and vegan food bas zayek I equally love burgers and chicken bas I can try to have one or two days a week vegan men bab el balance.,1.51116804408474e+18,en,0.662954568862915,0.0,0.0,0.0,,,,
389,389.0,15515,"<MENTION> There's a difference between vegetarian and vegan (zero products from animals). I could do ovo-lacto vegetarian, but never vegan. I like wool, and honey, and goat cheese.",1.5111746543581755e+18,en,0.0,0.0,0.0,0.0,,,,
65,65.0,10233,<MENTION> ofc our choices in food affect not only us but the environment.The way u behave towards food can create healthy choices fr your overall health n also create more sustainable environment. Im happy bc nowadays people trying to make better choices nt only for em but carbon footprint,1.510601237586133e+18,en,0.5407768487930298,0.0,0.0,0.0,,,,
569,569.0,13516,"<MENTION> I did a double take and then I re-read and noticed the ""impossible beef"" part and I laughed.

I eat a 95% plant based diet (I sneak in the odd egg or butter once in a while) because keeping kosher is important to me and doing so makes it so much more accessible and simple.",1.511860053996802e+18,en,0.5491006374359131,0.0,0.0,0.0,,,,
687,687.0,4310,<MENTION> Eating less process meat is the key.. too much carbon wasted in processing,1.5112560250639196e+18,en,0.6859332323074341,0.0,0.0,0.0,,,,
758,758.0,19709,"<MENTION> spam goulash (spam, tomato sauce, corn and green beans) is a comfort food",1.5114644808190976e+18,en,0.0,0.0,0.0,0.0,,,,
20,,3967,<MENTION> <MENTION> <MENTION> <MENTION> No. I’m a farmer and we are exempt from the carbon tax. We pay 35 cents ish lower than the pumps,1.5092862847280292e+18,en,0.6639146208763123,0.0,0.0,0.0,unrelated,,We should exempt meat production from carbon taxes,1
87,,13313,Y’all fight every day about people eating plant based. All you like about meat is the texture and seasoning because if I served you a boiled strip of pig meat you wouldn’t eat it like bacon.,1.511974238428844e+18,en,0.4904650449752808,0.0,0.0,0.0,unrelated,,We should introduce meatless mondays,1
600,600.0,5888,"<MENTION> <MENTION> It's not about the environment, it's about the money. Carbon taxes puts more money in government hands and therefore more power. They want to keep us stupid and broke.",1.510340629489873e+18,en,0.0,0.0,0.0,0.0,,,,
130,,12977,<MENTION> Idk how people here are not even taking into the account that some of us cannot eat red meat/meat in general due to the harmful effects it has on our bodies. Yes sir I’m TOTALLY eating alternatives because I wanna look cool and eating beyond/veggie stuff tells you I miss meat 🙄,1.5119159096480276e+18,en,0.7148952484130859,1.0,1.0,1.0,explicit,anecdotal,Meat alternatives should be encouraged,1
517,517.0,15550,"I want to expand my cooking and eating world in creative ways, and can easily do that for vegetarian, but I really rest on my laurels with vegan, so I want to make unexpected food.",1.5111158307376005e+18,en,0.6704089641571045,0.0,0.0,0.0,,,,
80,,15168,"If you can’t afford the high price of ethically raised/farmed free range or grass fed cheese/eggs/fish or meat then go vegetarian. The vegan obsession with making animal’s lives so much better than your own or other humans is misplaced, inhumane and ridiculous!",1.5116898787313132e+18,en,0.7539368867874146,1.0,1.0,-1.0,explicit,normative,Vegetarian and vegan diets should be encouraged,1
946,946.0,30621,<MENTION> I really appreciate this. I’m not vegan but I’ve been trying to eat a more plant based diet. I’ve been making an effort to replace meals at least a few times a week.,1.5102797978715791e+18,en,0.7316759824752808,0.0,0.0,0.0,,,,
493,493.0,30623,<MENTION> And the answer is switching to a Whole Food Plant Based diet.,1.5102736928315187e+18,en,0.6211667060852051,0.0,0.0,0.0,,,,
711,711.0,30740,"<MENTION> Best and most inexpensive is a plant-based diet. Eliminate meat, dairy and eggs and your grocery bill will be reduced significantly.",1.50993489501927e+18,en,0.0,0.0,0.0,0.0,,,,
103,103.0,14198,<MENTION> I’m okay with being plant based but there are certain foods I will not ever try to replace.,1.511593396443394e+18,en,0.7456731796264648,0.0,0.0,0.0,,,,
210,210.0,22887,<MENTION> This looks good can I have the recipe I’m trying to make lo Mein recently 🙃,1.5114214448441467e+18,en,0.0,0.0,0.0,0.0,,,,
754,754.0,15882,"<MENTION> I know. Some Thai restaurants think fish is vegetarian, others think goat cheese is vegan!",1.5105732001403822e+18,en,0.0,0.0,0.0,0.0,,,,
160,160.0,29109,"<MENTION> Also figure out what you can grow for high energy crops I can grow plenty of squash, leafy greens, tomatoes, peppers etc, but if I don't grow corn, soy, wheat or legumes, it'll be hard to get enough calories for my family/animals.",1.5114109623597302e+18,en,0.0,0.0,0.0,0.0,,,,
408,408.0,3826,"<MENTION> <MENTION> I am convinced that eating clean food can boost you performance immensely. And it's a fact that diary and meat production takes a lot of energy in between, eating primary food seems like really effective(if you can maintain the right nutrients of course).",1.509854277765935e+18,en,0.5220018029212952,0.0,0.0,0.0,,,,
805,805.0,30135,<MENTION> <MENTION> Another alternative is not to eat pork at all… ? Recommended by Lancet etc to reduce consumption of meat for human and planetary health.,1.5098240485949276e+18,en,0.6219366192817688,0.0,0.0,0.0,,,,
4,4.0,22616,"<MENTION> <MENTION> Haha they taste too good to leave, I promise! 😂 I’ve been perfecting the sugar cookie recipe so they’re soft and not too crunchy!",1.5116581411587113e+18,en,0.0,0.0,0.0,0.0,,,,
808,808.0,9062,"<MENTION> Anything to push Kiko’s candidacy. Maybe he could add more to his spiel like agriculture is our hope for progress because we have the right soil, climate, weather, and people. Food production should be in full throttle. That way he can get the votes of farmers. Marami sila.",1.509169451941319e+18,en,0.0,0.0,0.0,0.0,,,,
320,320.0,7152,"<MENTION> I would add a few more reasons: golf, sunshine, Universal Studios, SeaWorld, fishing, cruising, arts, music, museums, people, grandparents, no State income tax.",1.5110461448848876e+18,en,0.0,0.0,0.0,0.0,,,,
190,190.0,21179,<MENTION> I don't have a problem with vegans or veganism. What I do have a problem with are the judgemental and way too often racist vegans that use it to act superior to others.,1.5113453990213755e+18,en,0.6532529592514038,0.0,0.0,0.0,,,,
649,649.0,20727,"<MENTION> ""Anti-vegan""?
You are against compassion for animals and caring for our shared environment? Remember, veganism isn't about healthy eating. It's about causing the least harm.",1.5117020471832822e+18,en,0.6635740995407104,0.0,0.0,0.0,,,,
372,372.0,26764,"<MENTION> <MENTION> <MENTION> <MENTION> And you’re so stressed about those animal deaths, that you
 a) avoid most animal deaths by being vegan 
b) don’t give a shit and eat all animals… except insects. Am I right?",1.5119354197341798e+18,en,0.6570183038711548,0.0,0.0,0.0,,,,
192,,1329,<MENTION> Actually we don't care if it's halal or something. Why does that even matter if we eat meat? People need to stop involving politics in everything.,1.5119275218387313e+18,en,0.6614567637443542,0.0,0.0,0.0,unrelated,,We should stop subsidizing meat,1
510,510.0,15508,Years time I’ll be vegetarian possibly vegan,1.5111921893043937e+18,en,0.0,0.0,0.0,0.0,,,,
213,213.0,13164,"<MENTION> <MENTION> <MENTION> Closing meat shops and forcing everyone to go vegetarian during this period is same as forcing muslim girls to wear hijaab and burqha by closing all alternatives. If u criticize the later, u cannot justify the former. Choice is upto u.",1.5101530452374405e+18,en,0.5883907675743103,0.0,0.0,0.0,,,,
752,752.0,15758,"I think #vegetarians who live according to altruistic love and compassion are closer to heaven than those who are willing to kill animals. #Jesus says, ""The merciful people are blessed and receive mercy.""
#vegetarian 
#Holybible #GoVegan #Vegan #christ #AnimalRights #Veganism",1.510731983382782e+18,en,0.0,0.0,0.0,0.0,,,,
769,769.0,15988,<MENTION> <MENTION> Vegan diets are not per se better for the planet vs good quality locally sourced food. (This is coming from a vegetarian working in ecological sustainability),1.5099009383325778e+18,en,0.731440544128418,0.0,0.0,0.0,,,,
484,484.0,7642,no but i think most of our kuah food have an already balanced taste 😭😭 i once tried to add kecap and it broke the harmony 😭 u can see me eating weird objects but u never gonna catch me adding things into my kuah,1.5118746968283054e+18,en,0.0,0.0,0.0,0.0,,,,
16,,67,"<MENTION> Vegetables are healthy, right?",1.5105945584925614e+18,en,0.6288627982139587,0.0,0.0,0.0,,,We should encourage more fruits and vegetable consumption,lacks context
585,585.0,30036,"4. Strong meat alternative ingredients like jackfruit, Seiten, tofu and hundreds of noodle variations to use in order to replicate texture 
5. A growing plant based consumer population that’s already challenging the fairly recent population of meat consumers",1.511131581703938e+18,en,0.0,0.0,0.0,0.0,,,,
539,539.0,1854,"<MENTION> Hmm. Nutrition? Maybe your attendees should stop putting seed oils in the mass produced foods they peddle, and focus on real nutrition and carbon sink farms instead of BEYOND MEAT and InSeCT ProTeiN.",1.5114803560793907e+18,en,0.5093544721603394,0.0,0.0,0.0,,,,
897,897.0,26338,<MENTION> <MENTION> <MENTION> Also Phò (turns out it is pronounces fuh) Vietnamese &gt;1/4 of menu is vegan.,1.511979411968512e+18,en,0.0,0.0,0.0,0.0,,,,
445,445.0,21983,<MENTION> <MENTION> And also a vegetable salad.,1.5118307860470538e+18,en,0.5203680396080017,0.0,0.0,0.0,,,,
393,393.0,16781,"<MENTION> <MENTION> Lentils are very good for the body.
I switched to mostly fruits, vegetables, fish, beans and little chicken here and there about 6 months ago. I feel great. Best shape of my life 💪🏼. I cut out red meat and my digestive system improved so much",1.511416576381227e+18,en,0.0,0.0,0.0,0.0,,,,
194,194.0,23130,<MENTION> I want the recipe but only if it turns out good. 😀,1.511153194071728e+18,en,0.0,0.0,0.0,0.0,,,,
463,463.0,17309,"<MENTION> So some fruits ""elected"" a vegetable, that's quite healthy! But nothing can compete  raw Trump meat! 😂",1.5117299661064315e+18,en,0.5116567611694336,0.0,0.0,0.0,,,,
323,323.0,9180,"<MENTION> For free retrofits for low income families, last year it was under 200 per month, this year it will be around 400 per month due to the increased funding. The number should keep going up each year, unless of course some dammed fool scraps the carbon tax.",1.511877289302278e+18,en,0.0,0.0,0.0,0.0,,,,
40,40.0,30771,"<MENTION> ✌️Hope ur not forgetting about the change of diet(plant based(fruits, veggies, whole grain/cereals) 🤔",1.5098247083631045e+18,en,0.5494337677955627,0.0,0.0,0.0,,,,
143,143.0,1751,<MENTION> The Constitution doesn't say impose Halal meat.Half stop.,1.5115634119680492e+18,en,0.5166947841644287,0.0,0.0,0.0,,,,
575,575.0,16157,"<MENTION> ""Plant-Based"" is an evolved term from the primitive ""vegan"" &amp; marketing creative ""Flexitarian"". 
Its basis is evolutionary mainstream science. A psuedo antithesis of traditional alternative theory such as flat earth, cultural diets)
Literally promoting Fat Earth &amp; Technocratism.",1.510212200534786e+18,en,0.5479642748832703,0.0,0.0,0.0,,,,
326,326.0,9595,<MENTION> There will never be a carbon tax,1.511495651842216e+18,en,0.0,0.0,0.0,0.0,,,,
684,684.0,1902,Leave people and their food choices alone. Just because you don’t eat pork or red meat doesn’t mean the world has to stop eating it too. Love that for you but I will continue to enjoy my pork chops and ribeyes.,1.5114397830878085e+18,en,0.6221598982810974,0.0,0.0,0.0,,,,
498,498.0,24516,<MENTION> <MENTION> Fruit cake. My dad is pickled onions lol,1.5120033221691597e+18,en,0.0,0.0,0.0,0.0,,,,
669,669.0,19227,"<MENTION> The food we eat is our identity. The youth of the nation must save our food culture and traditions. If not, it will affect future generations. #valimai👈💔",1.5120081647989924e+18,en,0.5187947154045105,0.0,0.0,0.0,,,,
82,82.0,15841,When will people learn the difference between vegan and vegetarian not to mention all the sub-groups,1.5106404036361748e+18,en,0.0,0.0,0.0,0.0,,,,
676,676.0,30722,<MENTION> GO PLANT BASED DIET…..HEALTHIER,1.509960652848173e+18,en,0.7106273174285889,0.0,0.0,0.0,,,,
437,437.0,12084,"<MENTION> <MENTION> Well, I agree, thank you for sharing. Now, Let us talk about diversity of food, which kind of policies ensures sustainable production and consumption? How can we influence formulation and implementation of such policies?  <MENTION> <MENTION> <MENTION> #FoodPolicy.",1.5119719151492915e+18,en,0.5582870841026306,0.0,0.0,0.0,,,,
578,578.0,20740,"When I saw the topic I was like ""What? Is that a bad diet book? I read it when I was getting into veganism and organic foods, and then quickly developed a serious eating disorder... oh, wait.""",1.511695334275117e+18,en,0.0,0.0,0.0,0.0,,,,
966,966.0,26652,"<MENTION> <MENTION> as a vegan by proxy, i found this really disturbing.",1.5119465356253637e+18,en,0.0,0.0,0.0,0.0,,,,
803,803.0,7833,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> I'll go ahead an add on here that I do not particularly care what vegans are doing with their food. This is a neat way to use these items. Simply pointing out an observation I had while drinking my coffee this morning.,1.5117207155144376e+18,en,0.6483667492866516,0.0,0.0,0.0,,,,
762,762.0,14172,"<MENTION> <MENTION> <MENTION> Explain how we feed the plants if we go totally towards a plant based diet? Artificial fertiliser? Expensive, in short supply already, more dependent on Russia than we already are and is more damaging to the environment. But yes, plant food is a nice idea 🙄",1.5116083851705508e+18,en,0.7030743360519409,0.0,0.0,0.0,,,,
682,682.0,3127,"<MENTION> <MENTION> “Ford earlier announced it will increase production starting this year and expects to reach 200,000-plus units per year by 2023; within 24 months, Ford will have the global capacity to produce 600,000 battery electric vehicles annually.”",1.511149822467666e+18,en,0.0,0.0,0.0,0.0,,,,
895,895.0,18170,<MENTION> Eat more healthy food,1.511772644496089e+18,en,0.5199130177497864,0.0,0.0,0.0,,,,
361,361.0,25462,"<MENTION> <MENTION> We can maintain our health by
Adopting Pure Vegetarian Diet and doing exercise daily
#WorldHealthDay",1.5119366101911798e+18,en,0.5483499765396118,0.0,0.0,0.0,,,,
68,68.0,19163,"Me and my landlady don settle today 😎

Las las I fit put curry inside my food without fear 🤦🏼‍♀️",1.5120086531419423e+18,en,0.0,0.0,0.0,0.0,,,,
686,686.0,23481,Focus on adapting healthy  eating habits that are sustainable instead of “dieting”. Avoid following every new diet on the internet that may endanger our health,1.5112580592507986e+18,en,0.0,0.0,0.0,0.0,,,,
566,566.0,1904,We can save the planet and climate... but we won't. NZ and the world en masse have a massive disconnect between animal ag methane emissions nutrient runoff deforestation. Not to mention a third of the worlds grain is fed to stock. Stop MEAT. Save the planet ...easy ..but we wont,1.511438202695209e+18,en,0.0,0.0,0.0,0.0,,,,
215,215.0,2669,"<MENTION> Straight talk-
This should open the eyes of the people and government of India.
Russia-US do not need the support of any country.
India is not a vegetable market.
All we need is an increase in domestic production and research and development.",1.5117085209655706e+18,en,0.0,0.0,0.0,0.0,,,,
656,656.0,23720,"Family, diet coke and the green bay packers💚💛",1.5104386385801216e+18,en,0.0,0.0,0.0,0.0,,,,
124,124.0,3177,"<MENTION> JOE IS PLAYING A SHELL GAME WITH OIL
CRUSH US PRODUCTION,
GET OTHER COUNTRIES TO INCREASE PRODUCTION

NOW DOES THAT MAKE A FUKING BIT OF SENSE?

IF JOE WANT'S TO ELIMINATE OIL,HE COULD COME UP WITH AN ALTERNATIVE WHILE ALLOWING US PRODUCTION &amp; THEN CREATE PLAN TO CONVERT",1.5111008619503002e+18,en,0.0,0.0,0.0,0.0,,,,
378,378.0,23363,"<MENTION> I think the message or intent of this project is to teach the viewer how to make a recipe, and why it’s healthy/beneficial for them to eat it.",1.5102226018761318e+18,en,0.0,0.0,0.0,0.0,,,,
105,105.0,27238,<MENTION> its me im the mad scientist about to blow the world up before my organic chem exam tomorrow,1.5119770236479324e+18,en,0.0,0.0,0.0,0.0,,,,
759,759.0,30473,<MENTION> <MENTION> <MENTION> <MENTION> I’m currently on a plant based diet. 😃,1.5108101621640315e+18,en,0.6266094446182251,0.0,0.0,0.0,,,,
838,838.0,28972,<MENTION> Have you given any thought to my proposal for sustainable meat proteins? We need to talk about this.,1.5092032457045688e+18,en,0.570265531539917,0.0,0.0,0.0,,,,
593,593.0,25988,does anyone have any vegetarian recipes they could share with me? thanks!,1.511805495199289e+18,en,0.6950879693031311,0.0,0.0,0.0,,,,
512,512.0,28986,"<MENTION> What are you, legumes 😺",1.5119346283319296e+18,en,0.0,0.0,0.0,0.0,,,,
18,,51,<MENTION> Great reason to switch to vegetarian.,1.5119106063071685e+18,en,0.7447277903556824,0.0,0.0,0.0,,,Vegetarian and vegan diets should be discouraged,lacks context
37,37.0,29372,<MENTION> Big advocate of legumes &amp; beans. Many recipes available from which home cooks can use them to produce very tasty &amp; satisfying meals. Got out of the habit of eating right in college &amp; have paid the price. Now seeing great health changes from their addition to my weekly meal plans.,1.5100068905872138e+18,en,0.0,0.0,0.0,0.0,,,,
694,694.0,3879,The world is full of people who think they're serious about climate change but who continue to eat meat. Do they know that we have to *completely decarbonize* by 2050 to have a fair chance at 1.5C? That meat production contributes 14% of all GHGs?,1.509347374078251e+18,en,0.6120216846466064,0.0,0.0,0.0,,,,
259,259.0,26361,<MENTION> <MENTION> <MENTION> How long before that photo did you go vegan?,1.511977219203412e+18,en,0.0,0.0,0.0,0.0,,,,
451,451.0,14971,<MENTION> expand meatless Mondays,1.5104211427118572e+18,en,0.5419088006019592,0.0,0.0,0.0,,,,
50,50.0,19999,<MENTION> Eco friendly food eaten off a stiff green leaf using your fingers and when the food is gone you ate the leaf too?,1.511054261668483e+18,en,0.5230271220207214,0.0,0.0,0.0,,,,
850,850.0,1677,"<MENTION> <MENTION> Wht If all veg peoples just stop breathing the air all animals breathing out too.

Well... all meat shops should b inside, I agree! Not in open.
For this u can raise! Nt for shift all shop or temp. Ban etc.
I need meat on daily basis, same way u need veg, wht to do?",1.511618170456486e+18,en,0.5628190040588379,0.0,0.0,0.0,,,,
