,tweet,id,lang,score,topic
13557,<MENTION> Isn't living a “plant based-centered life” supposed to keep you centered?,1.5118400538986578e+18,en,0.6082406044006348,Plant based should be encouraged
30876,"Plant based is a diet.

Veganism is doing the bare minimum to relieve animal suffering (and minimising your environmental impact on the planet)

Veganism isn’t a fucking diet.",1.5092779202080768e+18,en,0.6079578995704651,Plant based should be encouraged
13768,I think ima fully go plant based,1.5117779054828626e+18,en,0.607165515422821,Plant based should be encouraged
13504,<MENTION> <MENTION> <MENTION> Luckily we know that plant based diets are associated with health and longevity.,1.5118638484452598e+18,en,0.6071407198905945,Plant based should be encouraged
30450,<MENTION> id recommended going for plant based things!! they are usually low calorie and not explicitly diet food &lt;3,1.5109291050590413e+18,en,0.6068119406700134,Plant based should be encouraged
30478,<MENTION> Do you eat a plant-based diet?,1.5107806165639905e+18,en,0.6058732867240906,Plant based should be encouraged
14093,"<MENTION> <MENTION> I agree, if you decide to go plant based for environmental reasons then you have to make a great effort to buy local and in-season or else the point is completely missed, and there is no carbon saving at all.",1.5116684096160236e+18,en,0.6057071685791016,Plant based should be encouraged
13450,"<MENTION> Also since I’ve been sunbathing a lot this past year, I find it very hard to sit there and eat meat. My mind is constantly saying plant based plant based plant based haha",1.5118882873837568e+18,en,0.6044284701347351,Plant based should be encouraged
30479,<MENTION> Why are people so averse to just saying they follow a mostly plant-based diet :/,1.510778307641426e+18,en,0.6043044328689575,Plant based should be encouraged
13035,<MENTION> Where can I start seeing about meat alternatives?,1.5114695249603502e+18,en,0.8391789197921753,Meat alternatives should be invested in
13025,in all seriousness meat alternatives are great and should be used within moderation 👍🏻,1.5115524129511342e+18,en,0.8254565596580505,Meat alternatives should be invested in
30078,I'm not really interested in eating alternative meat. And I'm ok with paying more for real meat.,1.510650818021798e+18,en,0.7758622765541077,Meat alternatives should be invested in
13203,"Every day I'm bombarded with online ads for plant-based meat alternatives.

I'm also bombarded with articles telling me to reduce my meat consumption.

It's no accident.",1.5094859027997778e+18,en,0.7752626538276672,Meat alternatives should be invested in
13027,"<MENTION> <MENTION> <MENTION> If meat alternatives become viable, it may be that meat farming is no longer even profitable, and the govt won't have to regulate anything.",1.5115341676451226e+18,en,0.7684609889984131,Meat alternatives should be invested in
13185,"<MENTION> But “meat alternatives” would include plant based products such as Impossible and Beyond. I believe this article refers to cell based products only. I agree, alienation is always counterproductive but I don’t see this happening here as much.",1.509869584031142e+18,en,0.7642403244972229,Meat alternatives should be invested in
30074,"<MENTION> <MENTION> Yeah I never quite understood the need to replace meat with ""meat alternative"". Just jump straight to the ""alternative"". There's already a huge roster of things to make that don't require the meat in any way or form.",1.510683991598416e+18,en,0.7633624076843262,Meat alternatives should be invested in
30038,<MENTION> <MENTION> this is no surprise at all.  the aim is to remove meat as an option for food and force 'fake meat' on the populous.  Large Meat companies already own 'alternative' foods,1.511105656664707e+18,en,0.7594481706619263,Meat alternatives should be invested in
13014,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> People have been making meat alternatives for centuries for various reasons. If people want to eat a meat analogue that causes much less death and environmental destruction, what's your problem?",1.5116515023345664e+18,en,0.7467825412750244,Meat alternatives should be invested in
30094,<MENTION> Good alternative for the coming meat prices this fall!,1.5102759414145393e+18,en,0.7391208410263062,Meat alternatives should be invested in
13052,"<MENTION> It's already the cheapest option, if you're not only buying the meat alternatives that are expensive as hell. At least in my country it's like that.",1.5114055916542894e+18,en,0.7377190589904785,Meat alternatives should be invested in
3877,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> Always prudent business practice to replace meat based means of production (i. e., profit maximization) with mechanical ones. So much less bother to deal with and no need to pretend caring.",1.5093671868752445e+18,en,0.7374976873397827,Meat alternatives should be invested in
30062,<MENTION> What is the meat-free alternative?,1.5108420935262085e+18,en,0.7374628782272339,Meat alternatives should be invested in
29975,"<MENTION> <MENTION> <MENTION> <MENTION> I'm not sure about a meat based alternative, but I've had good luck with turnips and cauliflower as replacements.",1.5119296603968266e+18,en,0.7346787452697754,Meat alternatives should be invested in
30066,<MENTION> A nice alternative to the meat based stuff.,1.5107749127760896e+18,en,0.7319396734237671,Meat alternatives should be invested in
14885,"<MENTION> <MENTION> That's why I have high hopes for ""lab meat""....

If done right, it could end up being even cheaper than highly subsidized (also through ignored externalities) real meat, while being much more sustainable and produced without most of the negative side effects of today's meat.",1.5100250820930642e+18,en,0.7313150763511658,Meat alternatives should be invested in
3472,"<MENTION> <MENTION> And we might, as a bi-product, have a big increase in the supply of meat with a resultant drop in price.   Seems like a win/win to me.",1.510489819197186e+18,en,0.7283928394317627,Meat alternatives should be invested in
13187,"<MENTION> meat alternatives...meat substitutes...
The larger question is, are we trying to inform on a topic or alienate or anger readers with our word choices ?",1.5098688523851407e+18,en,0.7208989858627319,Meat alternatives should be invested in
13029,"<MENTION> don’t get me wrong, it can be good but the meat alternatives are just not it.",1.5115027059607757e+18,en,0.7197751998901367,Meat alternatives should be invested in
30152,<MENTION> Alternative not available. Most meat shops M are there.,1.509538486621139e+18,en,0.7185118794441223,Meat alternatives should be invested in
13105,"<MENTION> <MENTION> Meat alternatives are sustainable. And that depends on the alternatives u're talking about, if it's processed alternatives they're less sustainable but still more sustainable than meat so idk what's your point there. We wouldn't have to euthanize, unless that's in their interest.",1.511003359729361e+18,en,0.7172862887382507,Meat alternatives should be invested in
13190,<MENTION> I’m moving towards eating much less meat as I’m unhappy with certain practices both the environmental impact and other reasons I can’t explain in a tweet. I managed to cut down my meat consumption by 2/3 since start of 2019. Still looking for tasty alternatives that aren’t bland,1.5098495037923533e+18,en,0.7163393497467041,Meat alternatives should be invested in
1978,<MENTION> <MENTION> Yep. I like meat but want to give it up so I can stop contributing negatively to the planet. I also want a farm someday. Solid meat alternatives make that more possible. Yall will be okay lol,1.5114009158231204e+18,en,0.714736819267273,Meat alternatives should be invested in
3739,<MENTION> <MENTION> Currently meat is down because of cost. Let’s up the production,1.5108195721438618e+18,en,0.7123941779136658,Meat alternatives should be invested in
13065,<MENTION> The way vegans be obsessed with “meat alternatives” confuses me.,1.511355942088061e+18,en,0.7104879021644592,Meat alternatives should be invested in
30064,<MENTION> I believe it. I don’t like the alternative meat options,1.5108075633020232e+18,en,0.7076482176780701,Meat alternatives should be invested in
30080,"<MENTION> this is not about obliterating meat eating altogether - it's about replacing factory farms w alternative sourced protein - there will no doubt always be some animals, such as those who raise their own for consumption locally! 
stop w the fear-mongering already",1.5106297418496778e+18,en,0.7061488628387451,Meat alternatives should be invested in
30126,<MENTION> I just want an ethical alternative to meat that has a taste and texture that matches what I'm accustomed to.,1.509925247205712e+18,en,0.7056211233139038,Meat alternatives should be invested in
13060,Vegan alternatives to meat does not make sense to me.,1.5113794091184046e+18,en,0.7042964100837708,Meat alternatives should be invested in
30101,"<MENTION> <MENTION> <MENTION> CCji,
Those farms that are ethical &amp; treat animals well, are minimum &amp; the meat produced from those farms are not cheap, they do take a good price for it.
Yash wants an alternative that’s affordable by comman people, is this a viable alternative?
Meat industry is no different ++",1.5102168105655542e+18,en,0.7032060623168945,Meat alternatives should be invested in
13046,<MENTION> You know for people who refuse to eat meat they sure do make alot of alternatives to meat dishes🤔,1.5114369765319926e+18,en,0.7031513452529907,Meat alternatives should be invested in
30073,I’m partnering with my favorite meat alternative company. Amazing,1.5106855134344765e+18,en,0.7017943859100342,Meat alternatives should be invested in
3356,"<MENTION> If not that, then we should increase welfare requirements so much that the price of meat skyrockets and people are financially forced to move to non-meat alternatives.",1.5117975999757558e+18,en,0.700691282749176,Meat alternatives should be invested in
29981,<MENTION> That's great! I've been looking for an alternative to the meat-based kind.,1.5118334648443044e+18,en,0.7003949284553528,Meat alternatives should be invested in
13518,"I am curious how close companies like <MENTION> are to realizing their goal of creating plant-based meat substitutes. Unfortunately, I wouldn’t know because I have never eaten and will never eat beef.",1.5118583680419635e+18,en,0.6984471082687378,Meat alternatives should be invested in
13168,"<MENTION> Try for free, yes... purchase... probably not.

I believe the future lies in lab created meat as opposed to plant based alternatives.

People want the real thing but without the guilt of animal cruelty or loss of life. Lab created meat meets both those requirements.",1.5100844204132352e+18,en,0.6962464451789856,Meat alternatives should be invested in
13156,gonna buy some meat alternatives at the vegan shop !,1.510254724859183e+18,en,0.6938589811325073,Meat alternatives should be invested in
13081,<MENTION> <MENTION> Not most but the meat alternatives are processed like everything else,1.5112182670037975e+18,en,0.6933419704437256,Meat alternatives should be invested in
13005,"The Richmond meat-free range has the absolute best meat alternatives, it’s actually insane how good it all is",1.5116962626675835e+18,en,0.6897646188735962,Meat alternatives should be invested in
13016,I need y’all to leave vegan looking for meat alternatives alone ☹️,1.5116408802890424e+18,en,0.689618706703186,Meat alternatives should be invested in
4338,"<MENTION> <MENTION> Substitute meat or artificial meat should be provided
reduce carbon emissions
make processed meat",1.5107716474683023e+18,en,0.6894819140434265,Meat alternatives should be invested in
13135,"<MENTION> Looks banger. I'm not any form of food restrictive but people should give some of the vegetarian stuff a shot. The non meat alternatives definitely aren't the same as the meat they're representing, but some of them are really good in their own way.",1.5106801757085532e+18,en,0.6891242265701294,Meat alternatives should be invested in
13529,<MENTION> <MENTION> Currently not a lot of great options but if you’re motivated to not eat meat it’s a reasonable substitution. Plant based food though is growing exponentially and the quality and taste is improving dramatically.,1.511850289397072e+18,en,0.6888737082481384,Meat alternatives should be invested in
13113,"<MENTION> <MENTION> Yeah I agree! I’m not a fan on the really really close meat alternatives. I like <MENTION> Rosemary Sausages, Southern Fried Chicken &amp; Duck. Plus brand likes <MENTION> <MENTION> , but for the most part stick to tofu, falafels, &amp; Seitan!",1.5109612031321825e+18,en,0.6885645389556885,Meat alternatives should be invested in
13124,<MENTION> This generation you speak of will never exist. Meat alternatives are not sustainable. We’d also have to euthanize animals to get them back in a controlled population effectively killing more than the meat industry will. So 🤷‍♂️,1.5107447611829535e+18,en,0.688247799873352,Meat alternatives should be invested in
13181,I don’t miss meat at alll. I have found alternatives for almost every dish,1.5099173252013957e+18,en,0.6880213022232056,Meat alternatives should be invested in
3801,<MENTION> <MENTION> <MENTION> Definitely agree that meat should be more expensive if it  was raised naturally and accurately reflected the full market cost of production.,1.510098761288147e+18,en,0.6860620379447937,Meat alternatives should be invested in
13807,<MENTION> Plant based meats,1.5117667131335885e+18,en,0.6854170560836792,Meat alternatives should be invested in
30140,"years ago, id be glad to see so many alternative meat options. now, i’m HIGHLY skeptical of plant-based meat. have y’all even read the ingredients on em????",1.5096980425338716e+18,en,0.6848644018173218,Meat alternatives should be invested in
13019,"<MENTION> some vegan/ vegetarian meat alternatives (patties, steaks etc.) are pretty good. so good in fact that I stopped buying meat. And they're  a good starting point for people who want to lower their meat consumption to eventually become vegetarians/ vegans.",1.5116102830678508e+18,en,0.6848084330558777,Meat alternatives should be invested in
29956,"TLDR: if you want to eat meat, try and source it from local suppliers (Rosie’s chicken at Pavilions is good) or a farmers market. AVOID beef. Yes it costs more but we shouldn’t eat meat a lot anyways. 

If we want our food to become safer, BREAK UP MEAT MONOPOLIES now.
/end",1.5092155516792136e+18,en,0.6847274303436279,Meat alternatives should be invested in
3618,"<MENTION> <MENTION> <MENTION> But no one of us is buying meat directly from the producers.
Sorry,but it's hard to believe that reducing the production wld hurt the consumers.
It wld hurt the supermarkets.
THEY are the ones who wld import.
For their full looking shelves.",1.5116373811531817e+18,en,0.6829771399497986,Meat alternatives should be invested in
3746,"<MENTION> In the current system of mass meat production, and in consideration of possible ethical stances,  abandoning meat is certainly a respectable, even admirable, choice.  I did it for a year in the past but it won't be something I return to for a long while if ever, for many reasons",1.5107477532065014e+18,en,0.681075394153595,Meat alternatives should be invested in
13137,"<MENTION> <MENTION> <MENTION> OK. But that’s not enough to make the kind of difference which would get the majority off meat. So long as meat is less expensive, the plant-based stuff won’t really make it big. Why not take away subsidies from meat and give them to plant-based alternatives instead?",1.5106536765152584e+18,en,0.6790816783905029,Meat alternatives should be invested in
12994,<MENTION> Advocating for lower consumption / better conditions / better alternatives (lab meat woo!) does just as much if not more.,1.5118180669083566e+18,en,0.6789529919624329,Meat alternatives should be invested in
30077,<MENTION> Is any alternative that doesn't look like meat a priori unrealistic because people won't accept it?,1.5106574911762022e+18,en,0.6774751543998718,Meat alternatives should be invested in
13128,"<MENTION> <MENTION> <MENTION> Apparently, 95% of meat alternatives are eaten by non-vegans. That aside, when you take into account vegetables, beans, rice, grains etc, those are among the cheapest foods around.",1.510709021426299e+18,en,0.6769851446151733,Meat alternatives should be invested in
4352,<MENTION> <MENTION> Totally. Premium meat cuts and reduced carbon emissions va bulk protein powder markets will take some adjustments. Here’s hoping we have a govt that can cope with the idea.,1.5103899836301476e+18,en,0.6765776872634888,Meat alternatives should be invested in
1571,<MENTION> Please urge governments to put money into growing meat without the animal involved. There are millions &amp; millions  people who will NEVER go vegan &amp; so there has to be an alternative for those who won't stop eating meat. We have the technology to do this but little is progressing,1.5117075652683448e+18,en,0.6755185127258301,Meat alternatives should be invested in
28953,"<MENTION> <MENTION> Agree about the meat, but meat never been sustainable anyway

Totally disagree about property

BUY #BTC

Your only TRUE property (if it's on your own wallet obviously)",1.5098341052230042e+18,en,0.6750370264053345,Meat alternatives should be invested in
13189,<MENTION> <MENTION> Which ingredients in plant-based meat alternatives do you think represent a significant health risk with occasional consumption?,1.5098608726335324e+18,en,0.6731107831001282,Meat alternatives should be invested in
13129,"<MENTION> Like, I'm not vegetarian or vegan, but I would go to a lot of meat alternatives if they didn't cost sometimes twice as much as the real thing.",1.5107088211398984e+18,en,0.6721264719963074,Meat alternatives should be invested in
13033,"<MENTION> The amount of plant based meat alternatives out there is staggering. I love meat, but I’m getting to the stage where I need to cut it out, so slowly I’m substituting meat for the plant based stuff and I’m struggling to tell the difference half the time.",1.5114711195844485e+18,en,0.6710638403892517,Meat alternatives should be invested in
14010,<MENTION> Plant-based meats! Please 🥺,1.5116987925332787e+18,en,0.6709804534912109,Meat alternatives should be invested in
4345,"A change toward avoiding buying ( industrial, involving-raising-animal ) meat or dairy could :

1/5:  fight deforestation.
2/5: bring more green waste to feed soil quality, soil carbon capture, drought resilience and flood resilience.

⬇️",1.5105567107165143e+18,en,0.6699625849723816,Meat alternatives should be invested in
13001,<MENTION> Do you have meat alternatives there by your church?,1.5117301258759127e+18,en,0.6697647571563721,Meat alternatives should be invested in
3872,"<MENTION> <MENTION> The very reason why meat is cheap is coz everyone is exploited in its production.
Its also heavily subsidized by govt coz it indirectly also supports the big pharma..

Its a hell hole..",1.5094438230127452e+18,en,0.6696044206619263,Meat alternatives should be invested in
13174,<MENTION> That is great! Any plans of introducing plant based meat and cheese alternatives?,1.5100128181032796e+18,en,0.6689472198486328,Meat alternatives should be invested in
23488,Thoughts on an all meat diet? Is this sustainable? 🥩🥓🍖,1.5111292322895872e+18,en,0.6672187447547913,Meat alternatives should be invested in
13018,"<MENTION> This is great! 

Some advice: 
Meat alternatives are great but don't rely to heavily on them because they can be expensive. If you enjoy cooking it's worth experimenting with veg based meals (beans/tofu are good for protein)...",1.511616717981692e+18,en,0.6656864285469055,Meat alternatives should be invested in
28880,<MENTION> We should eat meat from sustainable sources,1.5113787382772e+18,en,0.6649203896522522,Meat alternatives should be invested in
30015,<MENTION> Health wise; its a great alternative to meat.,1.5114043246513807e+18,en,0.6647712588310242,Meat alternatives should be invested in
1291,"Wish they would stop making meat alternatives try to taste like meat unless they're really that good bc there's so many good ""pattie"" possibilities with vegetables and stuff that don't have to taste like meat at all but they will be bomb",1.5119646622122312e+18,en,0.6633387804031372,Meat alternatives should be invested in
13136,Lots of talk about alternatives to meat..  we will not eat the bugs! <MENTION>,1.510678356253102e+18,en,0.6630105376243591,Meat alternatives should be invested in
13074,<MENTION> lol that’s the whole point of veganism. finding alternatives for your fave meat products.,1.511304833470505e+18,en,0.6629521250724792,Meat alternatives should be invested in
13209,<MENTION> <MENTION> This is something I simply do not understand.  Why make so-called meat alternatives so that it looks exactly like meat? If they want to wean people of meat that is a strange way of doing it.,1.5093948426396058e+18,en,0.6626041531562805,Meat alternatives should be invested in
13177,"<MENTION> Not unless we were in an apocalyptic state and there were no alternatives, but this was available. My issue with alt meat is it generally doesn't save money, sometimes even costs more. No thanks.",1.509965006586192e+18,en,0.6605374217033386,Meat alternatives should be invested in
13041,"<MENTION> Some people do because they care about animal treatment, so not necessarily that they don't wanna eat meat but they think it's more humane to go with alternatives",1.51145550487432e+18,en,0.6592432260513306,Meat alternatives should be invested in
28884,"Meat doesn't get more free range than game.

If you're looking for sustainable, delicious and nutritious produce which can help boost our food security - why not try game meat?

If you've never eaten it, now is the perfect time to give it a go!",1.5113195287681597e+18,en,0.6592268943786621,Meat alternatives should be invested in
13201,"the U.S. up to 50 billion pounds of meat are produced yearly, so imagine the amount of water that is wasted JUST for animal agriculture. Fortunately, veganism has been on the rise, so there are various “meat” brand alternatives, like Beyond Meats, Morning Star, and Gardein that",1.5095586629725143e+18,en,0.6589046120643616,Meat alternatives should be invested in
28972,<MENTION> Have you given any thought to my proposal for sustainable meat proteins? We need to talk about this.,1.5092032457045688e+18,en,0.6581535935401917,Meat alternatives should be invested in
4275,"<MENTION> <MENTION> Agreed. Except that this is a longer term, higher investment plan, rather than a simple action that can be taken by each person to make a collective 'dent' in the carbon footprint of the country. Then following it up with less meat per meal would help, certainly...",1.511711835677995e+18,en,0.6578615307807922,Meat alternatives should be invested in
14131,"<MENTION> I'm trying to reduce my meat intake.
Any chance of a plant based version soon?",1.5116404402019574e+18,en,0.657459557056427,Meat alternatives should be invested in
13044,<MENTION> at this point just eat meat smh the amount of hula hoops of processed ingredients to get these alternatives damn near worse than the meat,1.511447164811047e+18,en,0.6566041707992554,Meat alternatives should be invested in
30405,"<MENTION> Reduce the consumption of processed meat, reduce consumption of all meat and consume more of a plant based diet, avoid plastics packaging on foods and shop local #NUTR0800522",1.511039657198379e+18,en,0.6565423011779785,Meat alternatives should be invested in
13090,"<MENTION> I like vegan chicken, but this some bullshit. I’m honestly against most meat alternatives.",1.5111384595446006e+18,en,0.6536614894866943,Meat alternatives should be invested in
13219,"<MENTION> Yup, as well as: if we can not be sure meat alternatives are healthy, we should recommend them as such. Most of those concoctions are toxic combos of seed oils, sugar and refined carbs and seems to be extremely unhealthy.",1.509160687507067e+18,en,0.6535945534706116,Meat alternatives should be invested in
20874,"I'm hoping the next ""current thing"" is veganism. If 30% of the US stops buying meat, it will bring down the price for the rest of us. Make it happen. ✊🏿😷🇺🇦🌱",1.5115411034297754e+18,en,0.6526448130607605,Meat alternatives should be invested in
1595,"<MENTION> <MENTION> We're not going to persuade billions of people to stop eating meat. We could make enormous improvements in the way meat is raised, though.",1.5116890757948867e+18,en,0.6523677110671997,Meat alternatives should be invested in
3624,"<MENTION> If you are able to afford/access local meat and dairy products, I think this is the best way forward. It is mass production and distribution that is the problem and the thing that should be avoided.",1.511585612209574e+18,en,0.6521062254905701,Meat alternatives should be invested in
13165,I really want to start using alternatives to meat but that means I'll probably have to learn how to make vegan meals since most the alternatives are very expensive already prepared so if anyone has recommendations lmk,1.510145397448188e+18,en,0.6520941257476807,Meat alternatives should be invested in
13026,<MENTION> Resemblance of vegetarian alternatives to actual meat products is a turnoff,1.5115351255693025e+18,en,0.652030885219574,Meat alternatives should be invested in
13195,<MENTION> If people eat lab grown meat from lions they might like it enough to want to try the real thing. Why not make alternative to what we eat now? I’m all for humane raising of animals for food but if we could come up with alternatives why not?,1.5096728329801114e+18,en,0.650909423828125,Meat alternatives should be invested in
14021,"Meat is butchery-I know so I’m wondering about plant based meat that copies meat from soybeans etc I bet but not much, we could have hemp stake, hemp chicken &amp; hemp fish. Also almost everything else needed for a Local Sustainable Green Economy in time to make a difference w/hemp!",1.5116948997914665e+18,en,0.650774359703064,Meat alternatives should be invested in
4381,Hi <MENTION> I think that a small amount of your energy/wealth should be invested in the development of synthetic meat. That would speed  the process to carbon neutrality up by a lot,1.5096635538290975e+18,en,0.6505759954452515,Meat alternatives should be invested in
13153,Imagine being a horse girl. Like there are so many non-horse meat alternatives,1.5103211028656374e+18,en,0.6503973007202148,Meat alternatives should be invested in
30035,I want to go cruelty free but i have not found a meat-free alternative to eating the rich,1.5111322825177047e+18,en,0.6497713327407837,Meat alternatives should be invested in
30041,"<MENTION> <MENTION> Just stop eating meat. Or if you want an alternative, buy BEYOND Meat.",1.511074707021484e+18,en,0.6494086384773254,Meat alternatives should be invested in
3538,"<MENTION> When on budget, start looking at non meat proteins to incorprate into your shopping cart. Often you can increase without meat aisle through other food groups.",1.5095862390239846e+18,en,0.6493487358093262,Meat alternatives should be invested in
1919,"If it were me I'd focus energies on the words used to describe these highly processes foods that r being touted as meat substitutes ... We shd stop these companies calling their products ""meat"".",1.51142714025617e+18,en,0.648906409740448,Meat alternatives should be invested in
13537,I really been thinking bout going plant based,1.5118467299682304e+18,en,0.7066627740859985,Plant based should be invested in
13455,Going fully plant based. End of discussion.,1.511885365937795e+18,en,0.6924173831939697,Plant based should be invested in
14226,<MENTION> Diversify into plant based.,1.5115703512343224e+18,en,0.689087986946106,Plant based should be invested in
13422,Plant based only. 🌱,1.5119002200864973e+18,en,0.6872919201850891,Plant based should be invested in
14896,Being plant-based is already bougie.. just wait lmao🌱,1.5120106665503826e+18,en,0.6827249526977539,Plant based should be invested in
13506,<MENTION> <MENTION> Plant based means processed junk.,1.5118631512638996e+18,en,0.6730893850326538,Plant based should be invested in
14229,going to make a brand where i sell food like carrots and say they're plant based.,1.511564775599317e+18,en,0.6650570631027222,Plant based should be invested in
13708,I really wanna go plant based,1.5117957543477699e+18,en,0.6648030877113342,Plant based should be invested in
13781,What’d this plant do to be so based?,1.511774076297093e+18,en,0.6481122970581055,Plant based should be invested in
13873,<MENTION> Plant based options??!,1.5117446422488556e+18,en,0.6430335640907288,Plant based should be invested in
13388,<MENTION> <MENTION> Plant based?,1.511921260753789e+18,en,0.6416576504707336,Plant based should be invested in
13973,<MENTION> Go Plant based! 🤷🏾‍♂️,1.511711720322048e+18,en,0.6396427154541016,Plant based should be invested in
14124,<MENTION> Plant based gains 💪🌱,1.511645393653846e+18,en,0.6282577514648438,Plant based should be invested in
14478,"<MENTION> Naa, they prefer to invest in the ministry of equality😱😱😱, but even if they invested in that plant, it WOULD NEVER PRODUCE that amount of GigaWatts🙄🙄🙄🙄",1.5110769325862543e+18,en,0.621870756149292,Plant based should be invested in
13748,"<MENTION> Something plant based. 
<MENTION> <MENTION>",1.5117865808428933e+18,en,0.6207822561264038,Plant based should be invested in
13964,"<MENTION> Its likely the plant based alternatives will soar in price too. The crops need expensive fertiliser, expensive transportation and expensive processing. There may be a short time lag as these costs will affect the crops going into the ground now.",1.5117144642608865e+18,en,0.6186583638191223,Plant based should be invested in
30777,debating if I should start my journey on going on a plant based diet..,1.5097808148583875e+18,en,0.6185229420661926,Plant based should be invested in
13609,<MENTION> Thank you for your confirmation of this great fact about Plant-based 🌿,1.511825256696144e+18,en,0.6167114973068237,Plant based should be invested in
13395,"<MENTION> Plant based options, yes!!!!!",1.5119175672874312e+18,en,0.6139122247695923,Plant based should be invested in
14093,"<MENTION> <MENTION> I agree, if you decide to go plant based for environmental reasons then you have to make a great effort to buy local and in-season or else the point is completely missed, and there is no carbon saving at all.",1.5116684096160236e+18,en,0.6109504699707031,Plant based should be invested in
13352,<MENTION> <MENTION> Plant based 😬,1.511948462778114e+18,en,0.6089394092559814,Plant based should be invested in
30220,<MENTION> <MENTION> Plant based diet? Checks out.,1.5114804138515866e+18,en,0.6084081530570984,Plant based should be invested in
13586,<MENTION> Non GMO plant based,1.5118325744143933e+18,en,0.6083013415336609,Plant based should be invested in
13451,<MENTION> Lol @ meatatarian lol 😂 😂😂. Honestly all the plant based products are good if you use the right pots/pans along with the right seasonings!,1.5118881225645507e+18,en,0.6082031726837158,Plant based should be invested in
12081,<MENTION> <MENTION> More people employed in plant based food production.,1.5119782407134085e+18,en,0.6059066653251648,Plant based should be invested in
13947,"""Plant based"" is dangerous. 

Those words are both nouns and verbs, so you have no idea what the hell you're putting in your body.

Also, ""plant based"" and ""plant-based"" have two different meanings.

Your lack of punctuation comprehension is dangerous.",1.5117201355597292e+18,en,0.6053512096405029,Plant based should be invested in
13487,Considering going plant based just because it's easier than cooking a steak,1.5118681930227466e+18,en,0.6030343174934387,Plant based should be invested in
14064,<MENTION> Plant based options,1.5116815189801329e+18,en,0.6018568277359009,Plant based should be invested in
13428,<MENTION> They are plant based,1.5118978218798858e+18,en,0.6014385223388672,Plant based should be invested in
13300,<MENTION> <MENTION> <MENTION> Go plant based,1.5119846231438582e+18,en,0.5990725755691528,Plant based should be invested in
13892,"<MENTION> If only that were plant-based, I'd be running to the store",1.5117375118523597e+18,en,0.5987184047698975,Plant based should be invested in
13405,<MENTION> <MENTION> <MENTION> I consider plant based to be vegan,1.5119114896526787e+18,en,0.5986307263374329,Plant based should be invested in
14038,<MENTION> What is one of the best plant based options you enjoy?,1.5116896812090778e+18,en,0.5980310440063477,Plant based should be invested in
13326,<MENTION> Yeah plant based diet😉🥳,1.5119656430960845e+18,en,0.5978238582611084,Plant based should be invested in
13531,<MENTION> facts. plant based diet &gt;&gt;,1.511848798980432e+18,en,0.5977535247802734,Plant based should be invested in
30930,"<MENTION> <MENTION> <MENTION> <MENTION> A plant based diet is supported by research from Harvard &amp; Oxford Universities, the UK &amp; American Dietetic Association, Dietitians of Canada and many others.",1.5091260133007155e+18,en,0.5973753333091736,Plant based should be invested in
30466,Plant based diet really is the way,1.5108373902727086e+18,en,0.5968453884124756,Plant based should be invested in
30781,"I have no problem with one choosing a plant based diet. However, I do feel that the current trend of investing more in plant-based foods by Big Food Companies is mistaken. Many are starting to see the benefit of meat-only or high protein diets and ignoring such a trend...",1.509766859268272e+18,en,0.5968087911605835,Plant based should be invested in
30225,I wanna start a plant based diet,1.5114735069779927e+18,en,0.5960540771484375,Plant based should be invested in
13308,<MENTION> FINE. What if I said it was plant based?,1.5119772809266258e+18,en,0.5951710939407349,Plant based should be invested in
13452,Oils are plant based.,1.5118865170099814e+18,en,0.5947661399841309,Plant based should be invested in
13327,"<MENTION> <MENTION> <MENTION> why can’t you get your act together and put more plant based products in all your stores ? Somerset, Devon and Cornwall have so few choices WHY ?",1.511965072305832e+18,en,0.5939147472381592,Plant based should be invested in
30238,"<MENTION> “Plant based” used to be used to mean the focus of the diet was on produce / things from plants and not heavily processed. Like a hungry jacks vegan burger would not be in a plant based diet. But yeah, there’s no rules ofcourse",1.511450650164732e+18,en,0.592312216758728,Plant based should be invested in
13768,I think ima fully go plant based,1.5117779054828626e+18,en,0.5922772884368896,Plant based should be invested in
32815,"<MENTION> I can’t be around people who aren’t plant based. I don’t care if you’re vegan, vegetarian, paleo, keto, whole30, flexitarian, pescatarian, Mediterranean, etc. or none but plant based is a must.",1.5099702250552893e+18,en,0.5910935997962952,Plant based should be invested in
14198,<MENTION> I’m okay with being plant based but there are certain foods I will not ever try to replace.,1.511593396443394e+18,en,0.5893646478652954,Plant based should be invested in
30588,Definitely interested in a plant based diet,1.5103694488044585e+18,en,0.584863007068634,Plant based should be invested in
30192,<MENTION> There seemed to be a lot of references in the full report to pushing towards a plant-based diet. “Plant-based” was in there 56 times.,1.5115257421269197e+18,en,0.5841535329818726,Plant based should be invested in
14089,<MENTION> Lol guess they really wanted it to be fully plant based.,1.511669940159402e+18,en,0.5814526081085205,Plant based should be invested in
29965,<MENTION> Great info there <MENTION> !! Any suggestions on getting more knowledge about setting right plant based nutrition,1.512016225857327e+18,en,0.581061601638794,Plant based should be invested in
13442,"<MENTION> Interesting question.  I can't speak for anyone other than myself and I don't identify as a ""member"" or component of any structured ideology. If you have convinced yourself that eating plant based is restrictive that's your sol decision and has nothing to do w me sir.",1.511890836434215e+18,en,0.5806829333305359,Plant based should be invested in
