,tweet_id,labels,claim_expert1,evidence_expert1,argumentative_expert2,claim_expert2,evidence_expert2,tweet
269,1180030299213828097,1,1,0,1,1,1,"@CeglarM @BerdSalz @UweNess @happycarobinz1 @SvenjaSchulze68 Für diesen Zweck haben wir GLOBALforFUTURE. Eine interaktive Plattform für Klima und Umweltschutz. Hier kann jeder seine Ideen miteinbringen, Kampagnen starten, Aktionen planen und koordinieren, Projekte vorstellen, Mitstreiter sammeln...

Z.B.: https://t.co/JmMg6ItK8u…"
270,1177561807390695424,1,1,1,1,1,1,"@DoctorBrdoch @Joerg_Meuthen Sie würde es selbst dann nicht Glauben, wenn sich alle Wissenschaftler gegen einen Klima-Notstand aussprechen würden. 
Menschen wie Sie glauben nur was sie glauben wollen oder glauben dürfen!"
271,1179729447487975424,1,1,0,1,1,0,@DrDavidBerger Die Klima Hysteriker &amp; ihre Verbündete in Wirtschaft &amp; Politik!
272,1179644711209963520,1,1,1,1,1,1,"@YogicCEO @pet_vollmer @Elektro_Robin Entkopplung klingt gut, es reicht nur nicht, das ‚dreckige‘ Produzieren nach China auszulagern - dem Klima ist das egal. Könnte es sein, dass es den globalen Wohlstand für alle nicht gibt, weil wir es uns schlichtweg klimatisch nicht leisten können? https://t.co/YWlmqs0slF"
273,1177228525050486785,1,0,1,1,1,1,"&gt; Parteivorsitzender schon bei der #Pendlerpauschale.
#Dobrindt berichtigt Hofreiter

Denn im Klima-Paket wurde die Abschaffung festgeschrieben. Und daran erinnerte ihn auch sofort Folgeredner Alexander Dobrindt (#CSU), der den Ball dankend annahm
&gt;"
274,1177906392084164610,0,0,0,1,1,1,"@netwge &gt;Schulstreik für das Klima: Die 16-jährige Greta Thunberg ist die Ikone einer neuen Jugendbewegung. Im SPIEGEL-Interview verrät die Schwedin, warum sie schwänzen muss, um gehört zu werden - und wer hinter der Aktion steckt. https://t.co/A6f3Dj0b5Y&lt; (02.02.2019)"
275,1179408447303032833,1,1,1,1,1,1,"@DrDavidBerger @StBrandner Da sieht man mal wieder, dass die AfD im Allgemeinen und Sie im Speziellen nichts von der Problematik Klimawandel verstehen können oder wollen.
Kein normal denkender Mensch würde auf die Idee kommen einen aktiven Vulkan zu besetzten, nur weil er mit seinem das Klima beeinflusst."
276,1178356206936739840,1,1,1,1,1,1,"@UBSschweiz Ja, UBS, man könnte aus den Katboninvestments aussteigen. Man könnte nachhaltig investieren und finanzieren. Ihr macht aber genau das Gegenteil und seid am #Klimanotstand mitschuldig. Deshalb sollte das Geld zur @alternativebank statt zu euch. #Finance #Sustainability"
277,1177890399060467713,1,1,1,1,1,1,
278,1179090766372712449,1,1,0,1,1,1,
279,1178566608689729536,1,1,1,1,1,1,"@welt Wenn man den Verbrennungsmotor zum Klima-Feind erklärt, wundert mich das nicht. Wir sind eine Nation der Kraftfahrer, dass wird noch ganz andere Formen annehmen, fürchte ich!"
280,1177233236763844616,1,1,0,1,1,0,@APosener @janfleischhauer Was heißt hier antisemitisch? Durch die Umsetzung des Morgenthau-Planes hätten wir vielleicht im heutigen Deutschland eine gesunde Umwelt und würden uns nicht durch horrenden Co2-Ausstoß am Klima und damit der ganzen Welt versündigen.
281,1177230622068264961,1,1,1,1,1,1,"@jottes @WoSchBonn @ingenieur_de @Turbodus das ist alles machbar., Dazu gibt es genug Statistiken. Autos mit Akku mögen dem Klima helfen, aber sie werden der Umwelt so krass schaden, dass das nach hinten losgehen wird. Daher erscheint mit #Wasserstoff effektiver. Wasser(stoff) kann man überall kriegen."
282,1179030593973170177,1,1,0,1,1,1,"@MPaunzrif @FridayForFuture Und interessant wird es auch sein, ob dann immernoch alle mehr fürs Klima zahlen wollen oder ob einige nicht doch eher das Thema Arbeitslosigkeit für wichtiger erachten."
283,1177584303343132672,1,1,1,1,1,1,
284,1177165149364506624,1,1,1,1,1,1,"@LoqkaZemer @SerapGueler Ich bestehe nur darauf, das alle, die vorgeben, sich ums Klima zu sorgen, neben dem lokalen Mechanismus auch die internationale Durchsetzung gleichberechtigt priorisieren.

Auch ein guter Mechanismus wird lokal nur scheitern und damit die Sache diskreditieren. Das schadet eher."
285,1177474128866988037,1,1,1,1,1,1,"@J_B_oo7 @cynicalAxolotl @chst70 @M_T_Franz @FranzStrohmeier @BonnerGuido @rahmstorf @Die_Gruenen @RealLeicaManiac Schwachsinn. In jedem Standardlabor können Sie den Treibhauseffekt von CO2, Methan oder Lachgas nachweisen. Wir kennen natürlich auch die Emmissionen."
286,1179792509427425280,1,1,1,1,1,1,"@energiezukunft_ Wenn wir 100% emissionsfrei fahren, https://t.co/V5n6apBOAF regen.CH4, sind Autobahnen OK. Grosser Fehler, so etwas wg.Klima zu stoppen"
287,1177967226718183424,1,1,1,1,1,1,"@exil_fant @EDA1155 @ArminLaschet Konsens i.k. Naturgesetz siehe Galileo. Es gibt viele wiedersprechende Wissenschaftler.Bitte Cook Metastudie genau ansehen. Es handelt sich nur um oszillierendes Klima. Grönland hatte Ackerbau, Hannibal kam über Alpen, Römer kamen in Röcken. Alles normal. Mit CO2 kam weltw wohlst"
288,1178626257518546945,1,1,0,1,1,0,@HolgerEwald1 @China_Welt_News Auch die wollen am Klima mitverdienen.
289,1177914038925348866,1,1,1,1,1,1,"@Stadtwurzel Es hat schon zur Verbesserung meiner Welt beigetragen, durch Tipps und Hinweise und Erfahrungen, die ich sonst vielleicht verpasst hätte. Leider gibt es natürlich auch negative Erfahrungen, aber so ist das immer. Hätten sich die Klima Proteste auch ohne so wirksam organisiert?"
290,1176936963330465794,1,1,0,1,1,1,"@LukLem1992 Arktisches Klima vermute ich mal. 🤓 Scheint wohl eher auf Coolness abzuzielen als auf Praktikabilität. Ich könnte mit langen Ärmeln und Kapuze auch nicht richtig werfen, aber ich spiele ja auch (noch) nicht in der NBA. 🤷‍♂️"
291,1178375671703392256,1,1,1,1,1,1,"@UweSchummer Für mich, die als ""neigschmekte"" in #BadenWürttemberg lebt, eine Kombi, die m.E. die wirkliche Abbildung der Mitte repräsentiert. Denn jeder agiert mit seinen Stärken. Wirtschaft + Klima gehören in Zeiten wie diesen halt einfach zusammen. Und das wird auch #Österreich bald merken"
292,1178470318106693632,1,0,1,1,1,1,@neuthfer @inchtweet @beyond_ideology @faznet @ErnMedBlog 500 Wissenschaftler (darunter auffällig wenige im Bereich Klima &amp; Umwelt tätig) vs. 26800 Wissenschaftler*innen die sich allein bis März hinter Scientists4Future versammelt haben und viel sozialere Vorschläge bringen als die Politik bisher plant. https://t.co/gfQXDzZoQw
293,1176829761613697026,1,1,1,1,1,1,
294,1178599032387702784,1,1,1,1,1,1,
295,1177447186193240064,1,1,1,1,1,1,"@PeterBa84734077 @AngelFlorian78 @NEX3up @KoeppelRoger @SVPch Das ist wieder so ein ""typischer"". Klima-Wandel und Umweltschutz kategorisch durcheinander werfen. ""Dank"" des Klima-Hypes werden eben wichtige und lösbare Umweltthemen nicht angegangen. Wir haben dringende Umweltprobleme zu lösen, die in der gehypten Hysterie untergehen."
296,1178349576211832832,1,1,0,1,1,0,"@olivergorus Hab den Eindruck das es eher um Verbote und Gleichstellung statt Klima geht.Also eine Art Sozialismus unter dem Deckmantel
des Klimaschutzes . So eine Art 
Sozialistische Ökodiktatur."
297,1178612577095622662,1,1,1,1,1,0,
298,1177909387903586304,1,1,0,1,1,1,"@user82de @rahmstorf @GretaThunberg Der @IPCC_CH ist ein Wissenschaftsgremium, das den Forschungsstand zur globalen #Klimaveränderung aufarbeitet. Und das ehrenamtlich. Informieren Sie sich, bevor Sie unhaltbare Behauptungen aufstellen!"
299,1179512825410142209,1,1,0,1,1,0,"@derrechterand @afdwatchhamburg Ich glaube ja, dass die aktuelle Politik in Sachen Klima mit angezogener Handbremse genau auf die abzielt, die sich bedroht sehen. Automobilwerker und Kohleschürfer. Sie müssen es nur erkennen.
@CDU &amp; @spdde  Ihr müsst Euch endlich mal erklären! Vor allem auf Kommunalebene!"
